CO_TAZID,SchoolName,Public_Elem,Public_Midl,Public_High,PriCha_Elem,PriCha_Midl,PriCha_High,Enrol_Elem,Enrol_Midl,Enrol_High
110207,Vista Education CampusStar Transition,0,0,267,0,0,0,0,0,267
110214,Reading School,414,0,0,0,0,0,414,0,0
110217,Stewart School,522,0,0,0,0,0,522,0,0
110227,Matt's Place School,0,0,0,0,0,0,0,0,0
110228,Centerville School,386,0,0,0,0,0,386,0,0
110231,Taylor SchoolCenterville Jr High,332,971,0,0,0,0,332,971,0
110238,West Bountiful School,642,0,0,0,0,0,642,0,0
110244,Meadowbrook School,312,0,0,0,0,0,312,0,0
110245,Bountiful Jr HighViewmont High,0,630,1568,0,0,0,0,630,1568
110246,Tolman School,338,0,0,0,0,0,338,0,0
110253,Holbrook School,431,0,0,0,0,0,431,0,0
110254,Oak Hills School,509,0,0,0,0,0,509,0,0
110257,Millcreek Jr High,0,674,0,0,0,0,0,674,0
110258,Bountiful High,0,0,1545,0,0,0,0,0,1545
110259,Bountiful School,473,0,0,0,0,0,473,0,0
110260,Valley View SchoolSt. Olaf Catholic Elem.,425,0,0,0,0,0,425,0,0
110263,South Davis Jr High,0,954,0,0,0,0,0,954,0
110268,Mueller Park Jr High,0,1092,0,0,0,0,0,1092,0
110269,Boulton School,465,0,0,0,0,0,465,0,0
110271,Muir School,596,0,0,0,0,0,596,0,0
110276,CHOICE,0,0,0,0,0,0,0,0,0
110283,Woods Cross SchoolUtah Connections Academy,457,0,0,0,0,0,457,0,0
110284,Benchmark School,0,0,0,0,0,0,0,0,0
110285,Odyssey School,548,0,0,0,0,0,548,0,0
110291,Woods Cross High,0,0,1555,0,0,0,0,0,1555
110295,Wasatch Peak AcademyFoxboro SchoolSpectrum Academy,485,0,0,520,0,0,1005,0,0
110303,Orchard School,578,0,0,0,0,0,578,0,0
110304,Adelaide School,349,0,0,0,0,0,349,0,0
110307,Legacy Preparatory Academy,0,0,0,764,256,0,764,256,0
350036,Northwest Middle,0,542,0,0,0,0,0,542,0
350046,North Star School,318,0,0,0,0,0,318,0,0
350048,Guadalupe School,0,0,0,292,0,0,292,0,0
350055,Escalante SchoolPacific Heritage Academy,327,0,0,247,81,0,574,81,0
350056,Newman SchoolSalt Lake Center for Science Education,370,0,0,0,0,366,370,0,366
350057,Salt Lake Head Start,0,0,0,0,0,0,0,0,0
350064,Rose Park School,334,0,0,0,0,0,334,0,0
350069,Ensign School,361,0,0,0,0,0,361,0,0
350076,Backman School,381,0,0,0,0,0,381,0,0
350079,Meadowlark School,420,0,0,0,0,0,420,0,0
350089,West High,0,795,1717,0,0,0,0,795,1717
350090,American Heritage School Salt Lake Campus,0,0,0,0,0,0,0,0,0
350091,Washington School,356,0,0,0,0,0,356,0,0
350102,Jewish Community Center,0,0,0,0,0,0,0,0,0
350134,Madeleine Choir SchoolUtah Catholic Schools,0,0,0,0,0,0,0,0,0
350138,Open Classroom,0,0,0,235,44,0,235,44,0
350141,Salt Lake Center for Science Education Bryant,0,360,0,0,0,0,0,360,0
350144,Wasatch School,388,0,0,0,0,0,388,0,0
350156,Edison School,417,0,0,0,0,0,417,0,0
350159,Franklin School,312,0,0,0,0,0,312,0,0
350171,The American Academy,0,0,0,0,0,0,0,0,0
350183,Lolie Eccles Early Education CenterSalt Lake School for the Performing Arts,0,0,0,0,0,0,0,0,0
350191,City AcademyOdyssey House School,0,0,0,0,47,46,0,47,46
350197,University Academy,0,0,0,0,0,0,0,0,0
350205,Neighborhood House,0,0,0,0,0,0,0,0,0
350221,Centro de la Familia de Utah ClintonCentro de la Familia de Utah CenterfieldCentro de la Familia de Utah HoldenCentro de la Familia de Utah Mount Pleasant,0,0,0,0,0,0,0,0,0
350235,Salt Lake Arts Academy,0,0,0,0,415,0,0,415,0
350254,Smart Start Learning Center â€“ Clearfield,0,0,0,0,0,0,0,0,0
350257,Our Lady of LourdesRowland Hall-St Mark's (Middle)Judge Memorial Catholic HighRowland Hall-St Mark's (Sec),0,0,0,0,0,0,0,0,0
350260,East HighMcgillis School,0,0,1771,0,0,0,0,0,1771
350261,Rowland Hall-St Mark's (Elem)Carmen Pingree School,0,0,0,0,0,0,0,0,0
350272,Wallace Stegner Academy Kearns K-12Wallace Stegner Academy,0,0,0,1057,407,0,1057,407,0
350273,Dual Immersion Academy,0,0,0,352,82,0,352,82,0
350276,Parkview School,314,0,0,0,0,0,314,0,0
350287,Horizonte Instruction & Training CenterSky View Academy,0,0,254,0,0,0,0,0,254
350289,Liberty School,417,0,0,0,0,0,417,0,0
350292,Realms of Inquiry,0,0,0,0,0,0,0,0,0
350296,Uintah School,464,0,0,0,0,0,464,0,0
350299,Bonneville School,414,0,0,0,0,0,414,0,0
350313,Mountain View SchoolGlendale Middle,592,680,0,0,0,0,592,680,0
350318,Salt Lake Community Action Head Start,0,0,0,0,0,0,0,0,0
350326,Whittier SchoolSalt Lake Technology CenterInnovations Early College High School,478,0,0,0,0,0,478,0,0
350330,Emerson School,396,0,0,0,0,0,396,0,0
350336,Clayton Middle,0,567,0,0,0,0,0,567,0
350340,Indian Hills School,453,0,0,0,0,0,453,0,0
350359,Elizabeth Academy Upper Campus,0,0,0,0,0,0,0,0,0
350363,Dilworth School,432,0,0,0,0,0,432,0,0
350364,Hillside MiddleBeacon Heights SchoolJ E Cosgriff MemorialMontessori Community School,329,485,0,0,0,0,329,485,0
350366,Lori M. Marino Inc. DBA Lit'l ScholarsSeps Learning Center,0,0,0,0,0,0,0,0,0
350372,Highland High,0,0,1972,0,0,0,0,0,1972
350386,Redeemer Lutheran,0,0,0,0,0,0,0,0,0
350390,Nibley Park School,412,72,0,0,0,0,412,72,0
350394,Highland Park School,478,0,0,0,0,0,478,0,0
350401,Cyprus HighMagna SchoolBrockbank Jr High,516,0,2770,0,0,0,516,0,2770
350402,Pleasant Green School,448,0,0,0,0,0,448,0,0
350404,Entheos Academy Magna,0,0,0,386,89,0,386,89,0
350407,Lake Ridge School,410,0,0,0,0,0,410,0,0
350409,Elk Run Elementary,675,0,0,0,0,0,675,0,0
350411,Copper Hills SchoolScott M Matheson Jr HighSunshine Academy Magna,403,1052,0,0,0,0,403,1052,0
350421,Learning Tree West,0,0,0,0,0,0,0,0,0
350422,East Hollywood HighMana Academy Charter School,0,0,0,195,70,361,195,70,361
350426,Roots Charter High SchoolAmerican Preparatory Academy - The School for New Americans,0,0,0,643,0,224,643,0,224
350428,Wallace Stegner Academy West Valley,0,0,0,567,135,0,567,135,0
350431,Dancing Moose Montessori,0,0,0,0,0,0,0,0,0
350433,Gearld Wright School,484,0,0,0,0,0,484,0,0
350437,Valley Crest SchoolNeil Armstrong AcademyMonticello Academy,1104,0,0,548,142,0,1652,142,0
350441,American Preparatory Academy - Accelerated School,0,0,0,670,585,305,670,585,305
350443,Stansbury School,542,0,0,0,0,0,542,0,0
350445,Vanguard AcademyEndeavor HallAmeris Academy Inc.,0,0,0,257,361,262,257,361,262
350447,Redwood SchoolEnsign Learning Center,468,0,0,0,0,0,468,0,0
350450,West Valley School,723,0,0,0,0,0,723,0,0
350453,Esperanza School,0,0,0,576,0,0,576,0,0
350456,Monroe School,476,0,0,0,0,0,476,0,0
350461,Hillsdale SchoolWest Lake Jr High,511,725,0,0,0,0,511,725,0
350467,Douglas T. Orchard School,411,0,0,0,0,0,411,0,0
350468,Hunter Jr High,0,668,0,0,0,0,0,668,0
350469,Whittier School,435,0,0,0,0,0,435,0,0
350470,Ascent Academies of Utah - West Valley,0,0,0,426,0,0,426,0,0
350473,Jackling School,354,0,0,0,0,0,354,0,0
350474,Philo T. Farnsworth School,409,0,0,0,0,0,409,0,0
350476,Granger High,0,0,3267,0,0,0,0,0,3267
350481,Granger SchoolABC Great Beginnings Redwood,673,0,0,0,0,0,673,0,0
350486,Sunshine Academy West Valley City,0,0,0,0,0,0,0,0,0
350489,Pioneer School,399,0,0,0,0,0,399,0,0
350490,Rolling Meadows SchoolIqra Academy of UtahSmart Start Learning Center,418,0,0,0,0,0,418,0,0
350500,Hillside School,437,0,0,0,0,0,437,0,0
350501,Hunter High,0,0,2490,0,0,0,0,0,2490
350508,Robert Frost School,304,0,0,0,0,0,304,0,0
350509,Valley Jr High,0,548,0,0,0,0,0,548,0
350512,Hunter School,429,0,0,0,0,0,429,0,0
350513,Academy Park SchoolJohn F. Kennedy Jr High,323,774,0,0,0,0,323,774,0
350518,Harry S. Truman School,272,0,0,0,0,0,272,0,0
350521,Silver Hills School,380,0,0,0,0,0,380,0,0
350531,Diamond Ridge School,483,0,0,0,0,0,483,0,0
350542,Kearns - St. Ann,0,0,0,0,0,0,0,0,0
350551,Woodrow Wilson SchoolGranite Technical InstituteGranite Preschool ServicesHeadstart Preschool Special Education,372,0,95,0,0,0,372,0,95
350571,Granite Park Jr High,0,800,0,0,0,0,0,800,0
350590,Smart Kids Salt Lake,0,0,0,0,0,0,0,0,0
350591,Youth Educational Support SchoolLincoln SchoolLincoln SchoolUtah International Charter School,1027,0,13,0,89,156,1027,89,169
350592,Granite Connection High,18,80,448,0,0,0,18,80,448
350594,Elizabeth Academy,0,0,0,0,0,0,0,0,0
350596,Rosecrest School,300,0,0,0,0,0,300,0,0
350597,Canyon Rim Academy,0,0,0,524,0,0,524,0,0
350599,Eastwood School,271,0,0,0,0,0,271,0,0
350600,Olene Walker Elementary,674,0,0,0,0,0,674,0,0
350603,Jean Massieu School for the DeafBlind Region 2,0,0,0,0,0,0,0,0,0
350614,Evergreen Jr High,0,613,0,0,0,0,0,613,0
350616,Reid School,0,0,0,0,0,0,0,0,0
350621,William Penn School,615,0,0,0,0,0,615,0,0
350625,Upland Terrace SchoolWasatch Jr HighSkyline High,444,830,2176,0,0,0,444,830,2176
350634,James E. Moss School,505,0,0,0,0,0,505,0,0
350643,Learning Tree East,0,0,0,0,0,0,0,0,0
350649,Oakridge SchoolChurchill Jr High,279,521,0,0,0,0,279,521,0
350650,Mount Olympus Preparatory,0,0,0,0,0,0,0,0,0
350653,Smart Kids Kearns,0,0,0,0,0,0,0,0,0
350654,West Kearns School,507,0,0,0,0,0,507,0,0
350655,David Gourley School,385,0,0,0,0,0,385,0,0
350656,Kearns Jr High,0,731,0,0,0,0,0,731,0
350657,Thomas W. Bacchus SchoolThomas Jefferson Jr High,315,917,0,0,0,0,315,917,0
350661,Kearns High,0,0,2321,0,0,0,0,0,2321
350662,South Kearns School,480,0,0,0,0,0,480,0,0
350663,St. Francis Xavier Regional SchJohn Locke Academy,0,0,0,0,0,0,0,0,0
350665,Beehive School,454,0,0,0,0,0,454,0,0
350666,Entheos Academy,0,0,0,0,0,0,0,0,0
350670,Taylorsville School,364,0,0,0,0,0,364,0,0
350671,John C. Fremont SchoolYMCA of Northern Utah - Salt Lake County,326,0,0,0,0,0,326,0,0
350676,Eisenhower Jr High,0,1039,0,0,0,0,0,1039,0
350680,Arcadia School,399,0,0,0,0,0,399,0,0
350684,Vista SchoolLit'L Scholars Taylorsville IncLittle Orchard Learning Center TaylorsvilleBuilding Blocks of Children's Service Society,509,0,0,0,0,0,509,0,0
350687,Youth Village AcademyTilley Time Child Care,0,0,0,0,0,0,0,0,0
350693,Plymouth SchoolTaylorsville HighHartvigsen SchoolSmart Kids RedwoodSmart Kids Taylorsville,547,28,2699,0,0,0,547,28,2699
350696,Bennion School,408,0,0,0,0,0,408,0,0
350697,Bennion Jr High,0,1023,0,0,0,0,0,1023,0
350699,UTBS Academy - Crossroads,0,0,0,0,0,0,0,0,0
350700,Wasatch Canyons at PCH,0,0,0,0,0,0,0,0,0
350701,Fox Hills School,553,0,0,0,0,0,553,0,0
350702,Calvin S. Smith School,495,0,0,0,0,0,495,0,0
350709,Kids World,0,0,0,0,0,0,0,0,0
350719,Utah Virtual Academy,0,0,0,0,0,0,0,0,0
350721,Realms of Inquiry,0,0,0,0,0,0,0,0,0
350724,Murray Adult Transition,0,0,0,0,0,0,0,0,0
350726,Horizon School,669,0,0,0,0,0,669,0,0
350731,Parkside School,454,0,0,0,0,0,454,0,0
350738,Murray High,0,0,1360,0,0,0,0,0,1360
350739,Hillcrest Jr High,0,698,0,0,0,0,0,698,0
350743,Riverview Jr HighViewmont School,433,619,0,0,0,0,433,619,0
350744,Mount Vernon AcademyChrist Lutheran ElemMount Vernon Academy,0,0,0,0,0,0,0,0,0
350745,Mcmillan School,417,0,0,0,0,0,417,0,0
350747,La Europa Academy,0,0,0,0,0,0,0,0,0
350748,Cottonwood HighWoodstock SchoolAcademy for Math Engineering & Science,584,0,1453,0,0,458,584,0,1911
350751,Grant School,322,0,0,0,0,0,322,0,0
350753,ABC Great Beginnings Murray,0,0,0,0,0,0,0,0,0
350754,Liberty SchoolEarly Childhood Center,244,0,0,0,0,0,244,0,0
350756,Longview School,323,0,0,0,0,0,323,0,0
350760,Wonderbloom,0,0,0,0,0,0,0,0,0
350768,Crestview School,467,0,0,0,0,0,467,0,0
350770,Howard R. Driggs School,437,0,0,0,0,0,437,0,0
350771,Olympus High,0,0,2156,0,0,0,0,0,2156
350772,Morningside School,566,0,0,0,0,0,566,0,0
350778,Wasatch Waldorf Charter SchoolSt. Vincent de Paul Elementary,0,0,0,511,117,0,511,117,0
350781,Olympus Jr High,0,807,0,0,0,0,0,807,0
350783,Bonneville Jr High,0,637,0,0,0,0,0,637,0
350786,Saint Sophia School,0,0,0,0,0,0,0,0,0
350789,Cottonwood School,340,0,0,0,0,0,340,0,0
350792,Oakwood School,542,0,0,0,0,0,542,0,0
350795,Intermountain ChristianIntermountain Christian,0,0,0,0,0,0,0,0,0
350796,Jim Bridger School,298,0,0,0,0,0,298,0,0
350797,Navigator Pointe Academy,0,0,0,332,43,0,332,43,0
350804,Children's Christian School,0,0,0,0,0,0,0,0,0
350807,Smart Kids West Jordan,0,0,0,0,0,0,0,0,0
350811,Falcon Ridge School,674,0,0,0,0,0,674,0,0
350813,Mountain Shadows School,596,0,0,0,0,0,596,0,0
350817,Oquirrh School,525,0,0,0,0,0,525,0,0
350818,Westland School,596,0,0,0,0,0,596,0,0
350820,Majestic SchoolWest Jordan Middle,320,1001,0,0,0,0,320,1001,0
350821,Heartland SchoolABC Great Beginnings - West Jordan,403,0,0,0,0,0,403,0,0
350827,Fox Hollow School,872,0,0,0,0,0,872,0,0
350828,Ascent Academies of Utah West Jordan,0,0,0,547,215,0,547,215,0
350829,West Hills Middle,0,1170,0,0,0,0,0,1170,0
350830,Hayden Peak School,723,0,0,0,0,0,723,0,0
350834,Terra Linda SchoolColumbia School,1073,0,0,0,0,0,1073,0,0
350836,Joel P. Jensen MiddleWest Jordan HighLearning Tree Southwest,0,765,1760,0,0,0,0,765,1760
350838,Autism Solutions Academy West JordanHappy Zone Child Care LLC,0,0,0,0,0,0,0,0,0
350839,Rocky Peak Virtual SchoolKings Peak HighKelsey Peak Virtual Middle,229,133,316,0,0,0,229,133,316
350841,Sunset Ridge MiddleOakcrest School,694,1383,0,0,0,0,694,1383,0
350844,Jordan Hills School,631,0,0,0,0,0,631,0,0
350847,Westvale School,462,0,0,0,0,0,462,0,0
350848,South Valley School,0,0,165,0,0,0,0,0,165
350850,Antelope Canyon Elementary,592,0,0,0,0,0,592,0,0
350851,Copper Hills Youth Center,0,0,0,0,0,0,0,0,0
350853,Copper Hills HighCopper Canyon School,497,0,2845,0,0,0,497,0,2845
350855,Itineris Early College High,0,0,0,0,0,366,0,0,366
350860,Riverside School,591,0,0,0,0,0,591,0,0
350871,Southpointe Adult HighJordan Academy for Technology and Careers - North,0,0,0,0,0,0,0,0,0
350873,Hawthorn Academy,0,0,0,0,0,0,0,0,0
350874,Pine Ridge Academy,0,0,0,0,0,0,0,0,0
350876,Mountain Heights Academy,0,0,0,0,0,0,0,0,0
350877,West Ridge Academy,0,0,0,0,0,0,0,0,0
350882,East Midvale School,479,0,0,0,0,0,479,0,0
350897,Utah Autism Academy,0,0,0,0,0,0,0,0,0
350900,Hillcrest High,0,0,2425,0,0,0,0,0,2425
350902,Jordan Valley School,30,22,27,0,0,0,30,22,27
350906,Midvale MiddleMidvale School,630,805,0,0,0,0,630,805,0
350909,Midvalley School,606,0,0,0,0,0,606,0,0
350916,Copperview School,308,0,0,0,0,0,308,0,0
350918,The School of Autistic Healing,0,0,0,0,0,0,0,0,0
350919,Bella Vista School,219,0,0,0,0,0,219,0,0
350928,Ridgecrest School,492,0,0,0,0,0,492,0,0
350930,Butler MiddleButler School,600,914,0,0,0,0,600,914,0
350935,Brighton High,0,0,2437,0,0,0,0,0,2437
350941,Canyon View School,471,0,0,0,0,0,471,0,0
350946,Union Middle,0,913,0,0,0,0,0,913,0
350947,East Sandy School,364,0,0,0,0,0,364,0,0
350952,Peruvian Park School,560,0,0,0,0,0,560,0,0
350953,Oakdale School,340,0,0,0,0,0,340,0,0
350954,Brookwood School,359,0,0,0,0,0,359,0,0
350963,Silver Mesa School,553,0,0,0,0,0,553,0,0
350967,KoolMinds East Sandy,0,0,0,0,0,0,0,0,0
350970,Mount Jordan Middle,0,0,0,0,0,0,0,0,0
350972,Sandy School,490,0,0,0,0,0,490,0,0
350973,Special Ed PreschoolCanyons Online,0,0,0,0,0,0,0,0,0
350974,Canyons Technical Education CenterEntrada,0,0,40,0,0,0,0,0,40
350978,Quail Hollow SchoolBeehive Science & Technology Academy Elementary,366,0,0,435,0,0,801,0,0
350979,Albion Middle,0,943,0,0,0,0,0,943,0
350983,Jordan High,0,0,1820,0,0,0,0,0,1820
350986,Beehive Science & Technology AcademyDiamond Ridge High SchoolCanyons Virtual Academy,0,0,185,0,302,124,0,302,309
350987,Glacier Hills Elementary,626,0,0,0,0,0,626,0,0
350988,Willow Canyon SchoolWaterford InstituteWaterford SchoolWaterford School,303,0,0,0,0,0,303,0,0
350989,Blessed Sacrament SchoolGrace Lutheran SchoolGrace Lutheran School,0,0,0,0,0,0,0,0,0
350996,Eastmont Middle,0,516,0,0,0,0,0,516,0
351000,Granite SchoolPark Lane School,628,0,0,0,0,0,628,0,0
351006,Alta View SchoolHilltop Christian School,556,0,0,0,0,0,556,0,0
351024,Crescent SchoolLife Skills Academy,468,0,63,0,0,0,468,0,63
351026,Altara School,560,0,0,0,0,0,560,0,0
351027,Alta High,0,0,2276,0,0,0,0,0,2276
351028,Sunrise School,647,0,0,0,0,0,647,0,0
351033,Sprucewood SchoolIndian Hills Middle,343,1075,0,0,0,0,343,1075,0
351036,Lone Peak School,516,0,0,0,0,0,516,0,0
351040,Welby School,701,0,0,0,0,0,701,0,0
351042,Elk Meadows School,580,0,0,0,0,0,580,0,0
351044,Jordan Ridge School,637,0,0,0,0,0,637,0,0
351050,Elk Ridge Middle,0,1152,0,0,0,0,0,1152,0
351053,South Jordan Middle,0,1189,0,0,0,0,0,1189,0
351062,American Academy of InnovationGolden Fields SchoolMountain Creek Middle School,854,1317,0,0,200,174,854,1517,174
351066,Bingham High,0,0,2460,0,0,0,0,0,2460
351069,Aspen Elementary,902,0,0,0,0,0,902,0,0
351073,Eastlake School,792,0,0,0,0,0,792,0,0
351078,Monte Vista School,783,0,0,0,0,0,783,0,0
351080,Stillwater Academy,0,0,0,0,0,0,0,0,0
351081,South Jordan School,863,0,0,0,0,0,863,0,0
351082,Dancing Moose Montessori River Park,0,0,0,0,0,0,0,0,0
351084,Valley High SchoolRivers Edge School,0,13,349,0,0,0,0,13,349
351096,Anthem Preparatory School,0,0,0,0,0,0,0,0,0
351106,Daybreak School,701,0,0,0,0,0,701,0,0
351108,Mountain West Montessori Academy,0,0,0,369,82,0,369,82,0
351109,KoolMinds,0,0,0,0,0,0,0,0,0
351110,Paradigm High School,0,0,0,0,180,173,0,180,173
351114,Hawthorn Academy South Jordan,0,0,0,621,0,0,621,0,0
351116,Early Light Academy at Daybreak,0,0,0,731,292,0,731,292,0
351118,Advantage Arts Academy,0,0,0,354,0,0,354,0,0
351119,Athlos Academy of UtahHerriman HighBastian School,741,0,2521,417,41,0,1158,41,2521
351120,Copper Mountain Middle,0,1094,0,0,0,0,0,1094,0
351127,Silver Crest School,879,0,0,0,0,0,879,0,0
351131,Oak Leaf Elementary,566,0,0,0,0,0,566,0,0
351132,Herriman School,679,0,0,0,0,0,679,0,0
351139,Butterfield Canyon School,704,0,0,0,0,0,704,0,0
351142,Ridge View ElementaryJuniperMountain Ridge High ,1257,0,2746,0,0,0,1257,0,2746
351144,Fort Herriman Middle,0,1200,0,0,0,0,0,1200,0
351147,Blackridge School,782,0,0,0,0,0,782,0,0
351152,Providence Hall,0,0,0,1047,559,434,1047,559,434
351153,Salt Lake Academy High School,0,0,0,0,0,397,0,0,397
351157,Midas Creek School,759,0,0,0,0,0,759,0,0
351160,St. Andrew Catholic School,0,0,0,0,0,0,0,0,0
351161,Riverton HighCarone Fitness,0,0,2302,0,0,0,0,0,2302
351164,Rosamond School,573,0,0,0,0,0,573,0,0
351170,Rose Creek School,649,0,0,0,0,0,649,0,0
351173,Southland SchoolOquirrh Hills Middle,592,1263,0,0,0,0,592,1263,0
351174,Jordan Academy for Technology & Careers South,0,0,0,0,0,0,0,0,0
351175,Montessori at Riverton,0,0,0,0,0,0,0,0,0
351182,Just 4 Kids Adventures Riverton,0,0,0,0,0,0,0,0,0
351183,Riverton School,657,0,0,0,0,0,657,0,0
351185,Foothills School,838,0,0,0,0,0,838,0,0
351188,South Hills Middle,0,1182,0,0,0,0,0,1182,0
351190,Kauri Sue HamiltonPreschool,128,48,110,0,0,0,128,48,110
351197,Here We Grow Child Development Center,0,0,0,0,0,0,0,0,0
351202,Huntington Learning CenterGateway Academy,0,0,0,0,0,0,0,0,0
351204,St. John The Baptist MiddleJuan Diego Catholic HighSt. John The Baptist Elem.,0,0,0,0,0,0,0,0,0
351205,Autism SolutionsKiwi Kids,0,0,0,0,0,0,0,0,0
351206,American Preparatory Academy - Draper #2American Preparatory Academy - Draper #3,0,0,0,1070,491,228,1070,491,228
351208,Oxford Learning SourceOxford Academy,0,0,0,0,0,0,0,0,0
351213,Autism & Behavioral Intervention,0,0,0,0,0,0,0,0,0
351214,American Preparatory Academy,0,0,0,0,0,0,0,0,0
351217,Draper AcademyA to Z Building Blocks Draper,0,0,0,0,0,0,0,0,0
351218,Draper School,680,0,0,0,0,0,680,0,0
351219,Draper Park Middle,0,1414,0,0,0,0,0,1414,0
351224,Channing Hall,0,0,0,499,105,0,499,105,0
351226,Corner Canyon High,0,0,2437,0,0,0,0,0,2437
351227,Summit AcademyMy Summit Adventures,0,0,0,0,0,0,0,0,0
351230,Willow Springs School,563,0,0,0,0,0,563,0,0
351232,Idea Academy,0,0,0,0,0,0,0,0,0
351241,Oak Hollow School,488,0,0,0,0,0,488,0,0
351259,North Star Academy,0,0,0,359,163,0,359,163,0
351260,Bluffdale School,736,0,0,0,0,0,736,0,0
351261,Summit Academy - Bluffdale,0,0,0,537,0,0,537,0,0
351273,Summit Academy High School,0,0,0,0,0,599,0,0,599
351277,Mountain Point ElementaryHidden Valley Middle,831,937,0,0,0,0,831,937,0
351278,Summit Academy - Independence,0,0,0,607,223,0,607,223,0
351291,Goldminer's Daughter,11,0,0,0,0,0,11,0,0
490025,Cedar Valley School,106,0,0,0,0,0,106,0,0
